year,county_code,D,D1,D2,reform_year,D1_year,D2_year,gdp_growth_pc,ln_gdppc,gdppc,ln_fiscal_exp_pc,ln_fiscal_rev_pc,fiscal_autonomy,transfer_dependence,fiscal_exp_pc,fiscal_rev_pc,primary_ratio,secondary_ratio,tertiary_ratio,ln_pop,gov_scale,high_development,high_agriculture,is_county_city,region,region_east,region_central,region_west,relative_time,event_m6plus,event_m5,event_m4,event_m3,event_m2,event_m1,event_0,event_p1,event_p2,event_p3,event_p4,event_p5,event_p6,event_p7,event_p8,event_p9,event_p10plus
2017,340521,1,0,1,2004.0,,2004.0,14.632429405647548,11.179562389893048,71651.0,9.233793557977249,9.192891555921417,0.9599231958383432,0.04007680416165682,10237.303747121623,9827.025329704835,8.335040533817201,65.21700957007815,26.44502326670374,3.8663978274018707,14.312271357078052,1,1,0,中部,0,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,340521,1,0,1,2004.0,,2004.0,12.622294175936135,11.298431894469923,80695.0,9.21330162433446,8.81194559544931,0.6694116887094993,0.3305883112905007,10029.656411971242,6713.969235913727,7.6607752381663365,60.414100442531094,31.92486510474342,3.8680293197422557,12.439680772086117,1,1,0,中部,0,1,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,340521,1,0,1,2004.0,,2004.0,15.262407831959848,11.440473044710808,93011.0,9.289680422584432,9.320637015815992,1.0314407314058271,-0.03144073140582715,10825.723888854094,11166.092565917203,7.32007640832371,51.77649801770434,40.903425573971944,3.8691363810256743,11.645464839011183,1,1,0,中部,0,1,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,340521,1,0,1,2004.0,,2004.0,10.738514799324811,11.542474558426779,102999.0,9.298981199773747,8.755142737308296,0.5805156826391942,0.4194843173608058,10926.881226373718,6343.225914245734,7.414615118078842,50.7358864834473,41.849498398473855,3.8687187660188735,11.287922167080838,1,1,0,中部,0,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,340521,1,0,1,2004.0,,2004.0,23.068185128010953,11.750042924849788,126759.0,9.331029964499548,8.873776307239526,0.6330197496409241,0.3669802503590759,11282.746331236896,7142.201257861635,6.923154734906686,51.55327251086269,41.52357275423063,3.8649313978942956,10.330267512788861,1,1,0,中部,0,1,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,340521,1,0,1,2004.0,,2004.0,6.325389124243644,11.811376839757159,134777.0,9.388655687541341,8.960295653989215,0.6515767830599293,0.3484232169400707,11952.021276595744,7787.659574468085,6.827175954467116,51.25999110708233,41.912832938450556,3.8501476017100584,10.055459012742936,1,1,0,中部,0,1,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,340521,1,0,1,2004.0,,2004.0,,,,9.29141037504166,8.96926303110658,0.7245914183130923,0.27540858168690774,10844.468085106382,7857.808510638298,6.3006687030463135,51.064294559564104,42.63503673738958,3.8501476017100584,8.415586559894328,1,1,0,中部,0,1,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,340522,0,0,0,2004.0,2008.0,2004.0,,8.314587291319576,4083.0,5.7764924272003455,5.38014983097663,0.6727761658764418,0.32722383412355815,322.6255707762557,217.05479452054794,35.10936623667975,35.614133482894,29.276500280426248,3.7796338173824005,7.925406618059451,1,1,0,中部,0,1,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,340522,0,0,0,2004.0,2008.0,2004.0,5.216752387950037,8.3654396361887,4296.0,5.916269599269124,5.43995928770873,0.6210707269155207,0.3789292730844793,371.0250569476082,230.43280182232346,33.98831651619756,35.209771640998405,30.801911842804035,3.7819143200811256,8.650026553372278,1,1,0,中部,0,1,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,340522,0,0,0,2004.0,2008.0,2004.0,5.679702048417132,8.420682291035394,4540.0,5.954541193003384,5.365976015021851,0.5551232166018158,0.44487678339818415,385.5,214.0,33.934837092731826,34.13533834586466,31.879699248120303,3.784189633918261,8.502255639097744,1,1,0,中部,0,1,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,340522,0,0,0,2004.0,2008.0,2004.0,14.647577092511014,8.557374981049069,5205.0,6.095707937460725,5.402407551068445,0.4999234029515396,0.5000765970484604,443.94822153204416,221.9401056425835,31.93717277486911,36.38743455497382,31.675392670157066,3.786709184456111,8.544066317626527,1,1,0,中部,0,1,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,340522,1,0,1,2004.0,2008.0,2004.0,16.522574447646495,8.71028982137815,6065.0,6.271993043615048,5.381862083233708,0.4106019766397125,0.5893980233602876,529.5317066539794,217.42676544552435,30.08221225710015,37.705530642750375,32.21225710014948,3.78734374538392,8.734304932735427,1,1,0,中部,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,340522,1,0,1,2004.0,2008.0,2004.0,10.469909315746085,8.809862805379057,6700.0,6.53006354251103,5.448939074281175,0.3392138758820814,0.6607861241179186,685.4417647989512,232.51135772890626,28.537656197230664,34.616683552853765,36.84566024991557,3.7896971668498547,10.241810199257008,1,1,0,中部,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,340522,1,0,1,2004.0,2008.0,2004.0,11.298507462686567,8.916908467543795,7457.0,6.832840034312565,5.664084262493706,0.31075334890008605,0.689246651099914,927.8221208665907,288.32383124287344,27.981651376146786,33.7308868501529,38.2874617737003,3.780774718818192,12.441896024464832,1,1,0,中部,0,1,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,340522,1,0,1,2004.0,2008.0,2004.0,21.77819498457825,9.113939597689829,9081.0,7.054361838808072,5.957916398225052,0.33405639913232105,0.6659436008676789,1157.8983096870545,386.8033398954586,26.50722471350274,37.7179870453413,35.77478824115595,3.788566405500911,12.748131539611359,1,1,0,中部,0,1,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,340522,1,1,1,2004.0,2008.0,2004.0,20.196013654883824,9.297893268984044,10915.0,7.438566979452001,6.3946443536818975,0.3520709272649936,0.6479290727350064,1700.311892600461,598.6303846675406,23.503831020915303,41.76848208738869,34.748395112859804,3.789764971887795,15.579208945951542,1,1,0,中部,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,340522,1,1,1,2004.0,2008.0,2004.0,10.801649106733853,9.400464740833158,12094.0,7.692845366478088,6.7007196762844625,0.37078767299480375,0.6292123270051962,2192.6044580814005,812.9907048100351,23.279730740463727,41.11817501869858,35.602094240837694,3.791526291074079,18.17221391174271,1,1,0,中部,0,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,340522,1,1,1,2004.0,2008.0,2004.0,19.968579460889696,9.582524425515684,14509.0,7.802958154337023,6.840995668598186,0.38214220099209995,0.6178577990079,2447.832343946753,935.4200395754632,21.421918658801616,45.00155231294629,33.5765290282521,3.7948597776511686,16.898478733312636,1,1,0,中部,0,1,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,340522,1,1,1,2004.0,2008.0,2004.0,24.16431180646495,9.798960023182193,18015.0,8.12877676861328,7.099332912419225,0.35720556299958417,0.6427944370004158,3390.649478537219,1211.1588559151337,20.109575395343047,49.10969991283775,30.7682729423484,3.7995707359565634,18.86452496575769,1,1,0,中部,0,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,340522,1,1,1,2004.0,2008.0,2004.0,14.265889536497363,9.932317934204004,20585.0,8.346140811582933,7.435616147323258,0.4023130893518865,0.5976869106481135,4213.887138871389,1695.3019530195302,19.502888913114575,49.896435190232204,30.61157745557615,3.7942299697217625,20.41665758203423,1,1,0,中部,0,1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,340522,1,1,1,2004.0,2008.0,2004.0,13.543842603837748,10.059336788998968,23373.0,8.472157999629154,7.988861931444453,0.6167471971169001,0.38325280288309993,4779.819195826211,2947.9400917513713,18.968337984794534,50.832451159657396,30.18958714271966,3.7947698293713685,20.45510537965547,1,1,0,中部,0,1,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,340522,1,1,1,2004.0,2008.0,2004.0,11.962520857399564,10.172330783101328,26169.0,8.515216544151384,8.034115768232192,0.618102624704002,0.381897375295998,4990.126525079078,3084.4103027564393,18.01894918173988,52.316968130921616,29.6640826873385,3.7900813346229034,19.023514211886305,1,1,0,中部,0,1,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,340522,1,1,1,2004.0,2008.0,2004.0,5.888646872253429,10.229548637857024,27710.0,8.688139054783047,8.083614696603979,0.5463342242547682,0.4536657757452318,5932.132590729429,3240.9270571325906,14.7943423833523,51.17867013493741,34.018858722159,3.796118204783535,21.471793204357013,1,1,0,中部,0,1,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,340522,1,1,1,2004.0,2008.0,2004.0,10.310357271743054,10.327676274642394,30567.0,8.613869217578639,8.132750262930603,0.61809138848612,0.38190861151388,5507.517287530672,3404.149007361142,13.919601669473531,51.51204510507432,34.56835322545215,3.802877558167348,18.078787435015013,1,1,0,中部,0,1,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,340522,1,1,1,2004.0,2008.0,2004.0,12.732685575947919,10.447525490508216,34459.0,8.710622329097642,8.213134458910881,0.6080562589148487,0.3919437410851513,6067.0169946332735,3689.087656529517,12.793259883344135,52.22942320155541,34.97731691510045,3.8004208288468435,17.583732987686325,1,1,0,中部,0,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,340522,1,1,1,2004.0,2008.0,2004.0,12.847151687512696,10.568389567655771,38886.0,8.739486195953663,7.871639505665712,0.4198546536703183,0.5801453463296817,6244.686342722478,2621.8606217035126,11.707745363163639,48.76890655119849,39.52127408291632,3.796724381064683,16.029275700638447,1,1,0,中部,0,1,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,340522,1,1,1,2004.0,2008.0,2004.0,12.665226559687289,10.687640206386288,43811.0,8.832866329701305,8.408222171693435,0.6540024652688091,0.3459975347311909,6855.909977359844,4483.782026854364,11.191560494471878,39.39944552387242,49.4089939816557,3.7979804653874703,15.658907584752162,1,1,0,中部,0,1,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,340522,1,1,1,2004.0,2008.0,2004.0,37.091141494145305,11.003115991415362,60061.0,8.939021115415105,7.987881489939979,0.3863005345757434,0.6136994654242566,7623.7306494561535,2945.0512253463917,11.278445859885087,38.72069717117,50.000905938598905,3.7913006542130843,16.54380996640192,1,1,0,中部,0,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,340522,1,1,1,2004.0,2008.0,2004.0,14.954795957443265,11.142484777883936,69043.0,9.063958830764316,8.17743955879958,0.41208762427582163,0.5879123757241784,8638.280542986426,3559.7285067873304,10.404509175678122,41.63696226303353,47.95852856128835,3.7887247890836524,16.385501218359767,1,1,0,中部,0,1,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,340522,1,1,1,2004.0,2008.0,2004.0,7.58367973581681,11.215583552801977,74279.0,9.175753632634981,8.231466781167487,0.38895685602834545,0.6110431439716546,9660.045454545454,3757.340909090909,10.125922820364815,42.89058831929914,46.9834489696843,3.784189633918261,16.95520239918336,1,1,0,中部,0,1,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,340522,1,1,1,2004.0,2008.0,2004.0,,,,9.18534885108081,8.291426885504318,0.4090483292165727,0.5909516707834273,9753.181818181818,3989.5227272727275,9.03279399017625,44.57165559086969,46.39555041895406,3.784189633918261,15.499133198497544,1,1,0,中部,0,1,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,340523,0,0,0,2004.0,2008.0,2004.0,,8.060855752934316,3168.0,5.439693297168651,5.179450152050846,0.7708641311651659,0.22913586883483406,230.37151702786377,177.58513931888544,39.14747672709456,30.573248407643312,30.279274865262128,4.168214410788556,7.291523762861342,0,1,0,中部,0,1,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,340523,0,0,0,2004.0,2008.0,2004.0,5.303030303030303,8.112527763478637,3336.0,5.601432726177393,5.20009973840259,0.6694271128757799,0.33057288712422006,270.8141321044547,181.29032258064515,39.01987979657883,30.374479889042995,30.605640314378178,4.175924549214524,8.150716597318539,0,1,0,中部,0,1,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,340523,0,0,0,2004.0,2008.0,2004.0,7.254196642685851,8.182559264068665,3578.0,5.717209591242113,5.13389910124661,0.5580478933010004,0.44195210669899965,304.0552995391705,169.67741935483872,39.02962644911979,30.399313009875485,30.571060541004723,4.175924549214524,8.498926577930442,0,1,0,中部,0,1,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,340523,0,0,0,2004.0,2008.0,2004.0,12.24147568474008,8.298041661371565,4016.0,5.918031225204428,5.24120323906731,0.5082265398925175,0.49177346010748246,371.6792403546241,188.89725427531,38.02601377199694,31.14001530221882,30.833970925784236,4.175663378399646,9.254016832440703,0,1,0,中部,0,1,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,340523,1,0,1,2004.0,2008.0,2004.0,19.770916334661354,8.478452363099807,4810.0,6.142927991653957,5.113644874059551,0.3572629843363561,0.6427370156636438,465.4143069815983,166.2753042650828,36.7816091954023,33.748403575989784,29.46998722860792,4.176799742158294,9.682311621966793,0,1,0,中部,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,340523,1,0,1,2004.0,2008.0,2004.0,22.806652806652806,8.683893367307235,5907.0,6.296261986758057,5.2453166698422615,0.34960710334458595,0.650392896655414,542.5400929602611,189.67587034813926,30.801248699271593,33.064516129032256,36.10822060353798,4.173987189874297,9.170395421436005,0,1,0,中部,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,340523,1,0,1,2004.0,2008.0,2004.0,13.983409514135772,8.814776088545281,6733.0,6.644245267359164,5.496195595786193,0.31725491767156766,0.6827450823284323,768.349929970911,243.76279377587613,29.25714285714286,34.56,36.182857142857145,4.173971798984165,11.410742857142857,0,1,0,中部,0,1,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,340523,1,0,1,2004.0,2008.0,2004.0,19.41185207188475,8.992184362173012,8040.0,6.945016775395616,5.864331564285025,0.3393629107219263,0.6606370892780737,1037.9644093234097,352.24662317375726,27.714285714285715,37.48571428571428,34.8,4.17896140794198,12.90990476190476,0,1,0,中部,0,1,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,340523,1,1,1,2004.0,2008.0,2004.0,21.330845771144276,9.185535253057212,9755.0,7.296277290653029,6.218118286880937,0.34022129556995995,0.65977870443004,1474.7994459074787,501.7581781925015,25.01560549313358,42.15043695380774,32.927590511860174,4.184992374913188,15.119225967540576,0,1,0,中部,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,340523,1,1,1,2004.0,2008.0,2004.0,13.839056893900564,9.315150736328528,11105.0,7.494804171332902,6.394425433738853,0.3327450367755719,0.6672549632244281,1798.6724991646165,598.4993468817402,24.075347174480957,42.9533892479032,32.957514093221505,4.187197179236717,16.2822769146157,0,1,0,中部,0,1,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,340523,1,1,1,2004.0,2008.0,2004.0,18.685276902296263,9.486455808056498,13180.0,7.621338955721679,6.60269236034803,0.3610833014339978,0.6389166985660022,2041.293502434333,737.0769970547575,22.088491517652454,47.45529573590097,30.45621274644658,4.197923491797496,15.571297569922054,0,1,0,中部,0,1,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,340523,1,1,1,2004.0,2008.0,2004.0,28.216995447647953,9.735009727562824,16899.0,8.065986985017508,6.992946819254781,0.34196729820918764,0.6580327017908123,3184.2975206611573,1088.9256198347107,19.71263742244476,51.58375966038968,28.70360291716556,3.9972828493789696,18.872863829324043,0,1,0,中部,0,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,340523,1,1,1,2004.0,2008.0,2004.0,11.621989466832357,9.844957610345725,18863.0,8.282173755409561,7.271356610069716,0.36392148129590196,0.636078518704098,3952.7774211887254,1438.500614351996,19.449309204125317,51.50807550107025,29.042615294804435,3.9987326702405674,20.971103327495623,0,1,0,中部,0,1,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,340523,1,1,1,2004.0,2008.0,2004.0,13.523829719556804,9.971800192718215,21414.0,8.440610143133728,7.963292140925953,0.6204451949769197,0.37955480502308026,4631.379927323705,2873.5174220205486,18.921240230181226,52.615305333676886,28.463454436141888,3.9929207320841367,21.564974662887572,0,1,0,中部,0,1,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,340523,1,1,1,2004.0,2008.0,2004.0,11.53917997571682,10.081005925824062,23885.0,8.584226697264993,8.088779004660724,0.6092980679879614,0.3907019320120386,5346.656532136964,3257.7074952262656,18.070610096004955,54.18860328275008,27.748528956333228,3.9878908566572746,22.329204087952924,0,1,0,中部,0,1,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,340523,1,1,1,2004.0,2008.0,2004.0,4.684948712581118,10.126791091051704,25004.0,8.72760630427646,8.198667533839709,0.5892299462363985,0.41077005376360154,6170.939067571555,3636.1020950132784,17.266878651186868,53.168675589736004,29.56444575907713,3.9931236148646954,24.743991717814097,0,1,0,中部,0,1,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,340523,1,1,1,2004.0,2008.0,2004.0,10.23436250199968,10.224229572614233,27563.0,8.77825522492176,8.34734373589068,0.649916432962239,0.350083567037761,6491.541007723427,4218.959176167708,16.16114377338322,53.861571352218064,29.97728487439872,3.995996439204325,23.584313201496528,0,1,0,中部,0,1,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,340523,1,1,1,2004.0,2008.0,2004.0,14.56662917679498,10.360215954581834,31578.0,8.92117353285652,8.478154333502266,0.6420948791624026,0.3579051208375974,7488.872512896094,4808.566691230656,14.210771741664724,55.92795523432036,29.86710188855211,3.9941558349666684,23.694101189088364,0,1,0,中部,0,1,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,340523,1,1,1,2004.0,2008.0,2004.0,15.70713788080309,10.506108093896515,36538.0,8.879687867128522,8.128523120915544,0.47181668587740894,0.5281833141225911,7184.547852228923,3389.789557166307,12.481875631262808,51.02535746754262,36.490900229953716,3.993031400521611,19.652466175412613,0,1,0,中部,0,1,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,340523,1,1,1,2004.0,2008.0,2004.0,27.89972083857901,10.752184433837039,46732.0,9.046051368864822,8.835949739100414,0.8105018706701983,0.1894981293298017,8484.967682363804,6877.08217913204,10.572174178154196,37.08895862277591,52.33886719906988,3.9917579734469997,18.14497943657722,0,1,0,中部,0,1,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,340523,1,1,1,2004.0,2008.0,2004.0,37.546007018745186,11.070972705490613,64278.0,9.139370099463743,8.39878482125622,0.4768347528456579,0.5231652471543421,9314.895825609847,4441.666048787722,10.63066393056069,36.36428047135599,53.00505559808333,3.9880206196546113,18.838344570911456,0,1,0,中部,0,1,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,340523,1,1,1,2004.0,2008.0,2004.0,20.45645477457295,11.257090835957568,77427.0,9.266240079638857,8.560691378273471,0.49383753057461793,0.5061624694253821,10574.916201117318,5222.290502793296,9.405345196146559,40.67013092397765,49.924523879875785,3.983413001514819,17.888501988020845,0,1,0,中部,0,1,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,340523,1,1,1,2004.0,2008.0,2004.0,10.940627946323634,11.360915824814217,85898.0,9.29717390296347,8.637318136748236,0.5169258872922213,0.48307411270777867,10907.150943396226,5638.188679245283,8.852971963674428,43.559255382352106,47.58777265397347,3.970291913552122,16.354400656349902,0,1,0,中部,0,1,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,340523,1,1,1,2004.0,2008.0,2004.0,,,,9.241870119435982,8.706312346814862,0.5853427109366574,0.41465728906334265,10320.32075471698,6040.924528301887,8.232483658414932,42.10739505945975,49.660121282125324,3.970291913552122,14.35898984065314,0,1,0,中部,0,1,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,340621,0,0,0,2004.0,,2004.0,,7.881559917056899,2648.0,5.337192261219638,4.968968669765079,0.6919624475006176,0.30803755249938236,207.92808219178082,143.87842465753425,42.73954560421468,20.612446493249916,36.6480079025354,4.760463070394127,7.996707276918011,0,1,0,中部,0,1,0,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,340621,0,0,0,2004.0,,2004.0,5.853474320241691,7.938445551164788,2803.0,5.538757631719961,4.935950611905454,0.5472732710777309,0.45272672892226906,254.36179205409974,139.20540997464073,44.24886191198786,18.786039453717756,36.965098634294385,4.773223770984341,9.132321699544764,0,1,0,中部,0,1,0,-3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,340621,0,0,0,2004.0,,2004.0,5.494113449875133,7.9919305198524775,2957.0,5.702498526619264,5.010077258367489,0.5003630879231371,0.4996369120768629,299.6150627615063,149.9163179916318,42.60523321956769,20.36405005688282,37.05915813424346,4.783316371371566,10.183162684869169,0,1,0,中部,0,1,0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,340621,0,0,0,2004.0,,2004.0,1.927629354075076,8.01102337918644,3014.0,5.6798771756996915,4.91642786702272,0.4660560800338171,0.5339439199661828,292.9134508233935,136.514094679929,37.49655362558588,23.132065067548936,39.371381306865175,4.796988175259393,9.783567686793493,0,1,0,中部,0,1,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,340621,1,0,1,2004.0,,2004.0,27.140013271400132,8.251142139090751,3832.0,5.760181435115544,4.919730277559389,0.43151579789361416,0.5684842021063858,317.4059122722387,136.9656654903056,42.63181613339342,20.639927895448402,36.72825597115818,4.772048101288193,8.450878774222623,0,1,0,中部,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,340621,1,0,1,2004.0,,2004.0,5.454070981210856,8.304247465078474,4041.0,6.024830357798789,4.9132312745493785,0.329032389988549,0.670967610011451,413.57147689601516,136.07841147418983,37.05254343730375,27.15093154699602,35.79652501570023,4.772784113909772,10.237387481683065,0,1,0,中部,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,340621,1,0,1,2004.0,,2004.0,17.495669388765155,8.465478755729558,4748.0,6.439057244109126,5.379517292224271,0.34661523334089706,0.653384766659103,625.8165293950582,216.91754236485846,34.71585244267199,30.329012961116653,34.955134596211366,4.659942421835071,13.181455633100697,0,1,0,中部,0,1,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,340621,1,0,1,2004.0,,2004.0,23.56781802864364,8.67709870892586,5867.0,6.875885906931046,5.657161799672576,0.2956070893562382,0.7043929106437619,968.6331043710131,286.3348126372125,32.31609380019274,34.19530999036299,33.504657886283326,4.664674180135823,16.511725024092517,0,1,0,中部,0,1,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,340621,1,0,1,2004.0,,2004.0,21.953298108062043,8.875566691990551,7155.0,7.0939487276160715,5.827912708262327,0.28194704218385297,0.718052957816147,1204.6552767562032,339.6489921325823,30.409889394925177,38.0871828236825,31.50292778139232,4.67660673592594,16.836174365647366,0,1,0,中部,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
